elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
2.32129937807192, -0.24864144742999272, -0.08823949495424444, -3.6530233822264613, -1.5724599997149866, -0.08697110811342412
